pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,st_teff,st_rad,st_mass,st_met,st_logg
Kepler-303 b,1.93703207,0.024500,0.950,,,,0.000000,794,3944.00,0.51,0.52,-0.360,4.74
Kepler-303 b,1.93703207,,0.940,0.084,,,,,4070.00,0.51,0.52,-0.530,4.75
Kepler-303 b,1.93703537,,0.950,0.085,,,,,4066.55,0.62,0.64,-0.414,4.65
Kepler-303 c,7.06117322,0.057400,1.230,,,,0.000000,521,4042.00,0.49,0.51,-0.620,4.76
Kepler-303 c,7.06119300,0.060000,1.490,,,,0.000000,561,4212.00,0.55,0.57,,4.72
Kepler-303 c,,,1.489,0.133,,,,,4045.00,0.59,,,
Kepler-303 c,,,1.645,0.147,,,,,4045.00,0.60,0.64,,
Kepler-303 c,7.06117317,,,,,,,,4066.55,0.62,0.64,-0.414,4.65
Kepler-303 c,7.06117534,,1.160,0.103,,,,,4066.55,0.62,0.64,-0.414,4.65
Kepler-303 c,7.06117322,,,,,,,,4066.55,0.62,0.64,-0.414,4.65
Kepler-303 c,7.06118403,,,,,,,,4066.55,0.62,0.64,-0.414,4.65
Kepler-303 c,7.06114900,0.057000,1.140,0.102,,,,,3944.00,0.48,,,4.77
Kepler-303 c,7.06117359,0.058000,1.150,,,,0.000000,516,3944.00,0.51,0.52,-0.360,4.74
Kepler-303 c,7.06117359,0.058000,1.150,,,,0.000000,516,3944.00,0.51,0.52,-0.360,4.74
Kepler-303 c,7.06117359,0.058000,1.150,,,,0.000000,516,3944.00,0.51,0.52,-0.360,4.74
Kepler-303 c,7.06117359,,1.160,0.103,,,,,4070.00,0.51,0.52,-0.530,4.75
Kepler-304 b,3.29570900,0.039000,2.860,0.255,,,,,4731.00,0.69,,,4.63
Kepler-304 b,3.29570364,,3.120,0.278,,,,,4817.00,0.73,0.80,0.050,4.61
Kepler-304 b,3.29570580,0.038000,2.800,,,,0.000000,884,4779.00,0.67,0.69,,4.62
Kepler-304 b,3.29570102,0.039200,2.810,,,,0.000000,875,4723.00,0.69,0.76,0.020,4.63
Kepler-304 b,3.29570364,0.040700,3.800,,,,0.000000,1014,4910.00,0.89,0.83,0.560,4.46
Kepler-304 b,3.29570102,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 b,3.29572965,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 b,3.29570364,0.040700,3.800,,,,0.000000,1014,4910.00,0.89,0.83,0.560,4.46
Kepler-304 b,3.29570364,0.040700,3.800,,,,0.000000,1014,4910.00,0.89,0.83,0.560,4.46
Kepler-304 b,,,2.679,0.239,,,,,4843.00,0.66,,,
Kepler-304 b,3.29570324,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 c,5.31595326,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 c,5.31595449,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 c,5.31596500,0.053000,2.600,,,,0.000000,748,4779.00,0.67,0.69,,4.62
Kepler-304 c,5.31595347,0.056000,2.800,,,,0.000000,864,4910.00,0.89,0.83,0.560,4.46
Kepler-304 c,5.31594758,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 c,,,2.222,0.198,,,,,4843.00,0.66,,,
Kepler-304 c,5.31594600,0.054000,2.170,0.194,,,,,4731.00,0.69,,,4.63
Kepler-304 c,5.31595347,0.056000,2.800,,,,0.000000,864,4910.00,0.89,0.83,0.560,4.46
Kepler-304 c,5.31595347,0.056000,2.800,,,,0.000000,864,4910.00,0.89,0.83,0.560,4.46
Kepler-304 c,5.31595347,,2.320,0.207,,,,,4817.00,0.73,0.80,0.050,4.61
Kepler-304 c,5.31595449,0.053900,2.330,,,,0.000000,746,4723.00,0.69,0.76,0.020,4.63
Kepler-304 d,9.65347100,0.080000,2.750,0.245,,,,,4731.00,0.69,,,4.63
Kepler-304 d,9.65348400,0.078000,2.400,,,,0.000000,617,4779.00,0.67,0.69,,4.62
Kepler-304 d,9.65349016,0.080300,2.410,,,,0.000000,611,4723.00,0.69,0.76,0.020,4.63
Kepler-304 d,9.65355708,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 d,9.65347640,0.083300,3.250,,,,0.000000,709,4910.00,0.89,0.83,0.560,4.46
Kepler-304 d,9.65347619,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 d,9.65349016,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 d,,,2.295,0.205,,,,,4843.00,0.66,,,
Kepler-304 d,9.65347640,0.083300,3.250,,,,0.000000,709,4910.00,0.89,0.83,0.560,4.46
Kepler-304 d,9.65347640,0.083300,3.250,,,,0.000000,709,4910.00,0.89,0.83,0.560,4.46
Kepler-304 d,9.65347640,,2.640,0.236,,,,,4817.00,0.73,0.80,0.050,4.61
Kepler-304 e,1.49914695,0.024100,1.430,,,,0.000000,1318,4910.00,0.89,0.83,0.560,4.46
Kepler-304 e,1.49914695,,1.200,0.107,,,,,4817.00,0.73,0.80,0.050,4.61
Kepler-304 e,1.49914444,0.023200,1.090,,,,0.000000,1137,4723.00,0.69,0.76,0.020,4.63
Kepler-304 e,1.49914723,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 e,1.49914200,0.023000,1.060,,,,0.000000,1136,4779.00,0.67,0.69,,4.62
Kepler-304 e,1.49914695,0.024100,1.430,,,,0.000000,1318,4910.00,0.89,0.83,0.560,4.46
Kepler-304 e,1.49914444,,,,,,,,4677.00,0.71,0.75,,4.61
Kepler-304 e,1.49914695,0.024100,1.430,,,,0.000000,1318,4910.00,0.89,0.83,0.560,4.46
Kepler-304 e,,,1.041,0.093,,,,,4843.00,0.66,,,
Kepler-305 b,5.48711167,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 b,5.48711441,0.057100,3.240,,,,0.000000,836,5103.00,0.79,0.82,0.040,4.56
Kepler-305 b,5.48700000,,3.660,0.327,7.20000,0.02300,,,,0.80,0.76,,
Kepler-305 b,5.48711079,,3.450,0.308,,,,,5117.00,0.79,0.85,0.030,4.57
Kepler-305 b,5.48712242,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 b,5.48711441,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 b,5.48710800,0.059000,3.500,,,,0.000000,833,4918.00,0.87,0.90,,4.51
Kepler-305 b,5.48711079,0.055700,3.500,,,,0.000000,855,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 b,5.48711079,0.055700,3.500,,,,0.000000,855,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 b,,,3.227,0.288,,,,,5080.00,0.79,,,
Kepler-305 b,5.48711079,0.055700,3.500,,,,0.000000,855,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 b,5.48700000,,3.600,0.321,10.50000,0.03300,,,,0.80,0.76,,4.51
Kepler-305 c,8.29085256,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 c,8.29084167,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 c,8.29085800,0.077000,3.100,,,,0.000000,729,4918.00,0.87,0.90,,4.51
Kepler-305 c,8.29087418,,3.280,0.293,,,,,5117.00,0.79,0.85,0.030,4.57
Kepler-305 c,8.29087418,0.073300,3.340,,,,0.000000,745,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 c,8.29087418,0.073300,3.340,,,,0.000000,745,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 c,8.29085344,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 c,8.29100000,,3.350,0.299,4.50000,0.01400,,,,0.80,0.76,,
Kepler-305 c,,,3.205,0.286,,,,,5080.00,0.79,,,
Kepler-305 c,8.29084167,0.075200,3.210,,,,0.000000,728,5103.00,0.79,0.82,0.040,4.56
Kepler-305 c,8.29087418,0.073300,3.340,,,,0.000000,745,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 c,8.29100000,,3.300,0.294,6.00000,0.01900,,,,0.80,0.76,,4.51
Kepler-305 d,16.73900000,,2.700,0.241,9.10000,0.02863,,,,,0.80,,
Kepler-305 d,16.73865956,0.117100,2.680,,,,0.000000,590,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 d,16.73893293,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 d,16.73865956,0.117100,2.680,,,,0.000000,590,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 d,16.73890832,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 d,16.73865956,0.117100,2.680,,,,0.000000,590,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 d,16.73869035,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 d,16.73869035,0.120100,2.560,,,,0.000000,576,5103.00,0.79,0.82,0.040,4.56
Kepler-305 d,16.73865956,,2.670,0.238,,,,,5117.00,0.79,0.85,0.030,4.57
Kepler-305 d,,,2.549,0.227,,,,,5080.00,0.79,,,
Kepler-305 d,16.73866000,0.124000,3.600,,,,0.000000,575,4918.00,0.87,0.90,,4.51
Kepler-305 d,16.73866100,0.121000,2.710,0.242,,,,,5100.00,0.79,,,4.56
Kepler-305 e,3.20539622,,,,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 e,3.20538600,0.041000,2.110,,,,0.000000,999,4918.00,0.87,0.90,,4.51
Kepler-305 e,3.20539833,0.038900,1.830,,,,0.000000,1023,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 e,3.20539833,0.038900,1.830,,,,0.000000,1023,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 e,3.20539833,0.038900,1.830,,,,0.000000,1023,5106.00,0.80,0.76,-0.080,4.51
Kepler-305 e,3.20538000,,1.794,0.160,,,,,4974.00,0.83,0.82,,4.52
Kepler-305 e,3.20539622,0.039900,1.700,,,,0.000000,1000,5103.00,0.79,0.82,0.040,4.56
Kepler-306 b,4.64621076,0.052100,1.820,,,,0.000000,930,5219.00,0.85,0.87,0.160,4.52
Kepler-306 b,4.64618600,0.050000,1.520,0.136,,,,,4954.00,0.72,,,4.61
Kepler-306 b,4.64619500,0.053000,2.010,,,,0.000000,902,5027.00,0.88,0.93,,4.52
Kepler-306 b,,,1.974,0.176,,,,,4908.00,0.78,,,
Kepler-306 b,4.64621076,0.052100,1.820,,,,0.000000,930,5219.00,0.85,0.87,0.160,4.52
Kepler-306 b,4.64622383,0.050000,1.820,,,,0.000000,830,4955.00,0.72,0.77,-0.100,4.61
Kepler-306 b,4.64619920,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 b,4.64621076,0.052100,1.820,,,,0.000000,930,5219.00,0.85,0.87,0.160,4.52
Kepler-306 b,4.64621076,,1.620,0.145,,,,,5011.00,0.74,0.81,-0.080,4.60
Kepler-306 b,4.64622383,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 c,7.24013600,0.072000,2.560,,,,0.000000,774,5027.00,0.88,0.93,,4.52
Kepler-306 c,,,2.323,0.207,,,,,4908.00,0.78,,,
Kepler-306 c,7.24022850,0.070000,2.580,,,,0.000000,803,5219.00,0.85,0.87,0.160,4.52
Kepler-306 c,7.24003740,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 c,7.24019300,0.067000,2.350,0.210,,,,,4954.00,0.72,,,4.61
Kepler-306 c,7.24022850,0.070000,2.580,,,,0.000000,803,5219.00,0.85,0.87,0.160,4.52
Kepler-306 c,7.24022850,0.070000,2.580,,,,0.000000,803,5219.00,0.85,0.87,0.160,4.52
Kepler-306 c,7.24022418,0.067200,2.140,,,,0.000000,716,4955.00,0.72,0.77,-0.100,4.61
Kepler-306 c,7.24022996,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 c,7.24022850,,2.270,0.203,,,,,5011.00,0.74,0.81,-0.080,4.60
Kepler-306 c,7.24022418,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 d,17.32683114,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 d,17.32668599,0.125300,2.570,,,,0.000000,600,5219.00,0.85,0.87,0.160,4.52
Kepler-306 d,17.32639000,0.128000,2.310,,,,0.000000,580,5027.00,0.88,0.93,,4.52
Kepler-306 d,17.32670445,0.120300,2.230,,,,0.000000,535,4955.00,0.72,0.77,-0.100,4.61
Kepler-306 d,,,2.415,0.215,,,,,4908.00,0.78,,,
Kepler-306 d,17.32668599,,2.270,0.203,,,,,5011.00,0.74,0.81,-0.080,4.60
Kepler-306 d,17.32668599,0.125300,2.570,,,,0.000000,600,5219.00,0.85,0.87,0.160,4.52
Kepler-306 d,17.32668599,0.125300,2.570,,,,0.000000,600,5219.00,0.85,0.87,0.160,4.52
Kepler-306 d,17.32664400,0.120000,2.470,0.220,,,,,4954.00,0.72,,,4.61
Kepler-306 d,17.32673524,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 d,17.32670445,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 e,44.84180000,0.242000,2.810,,,,0.000000,422,5027.00,0.88,0.93,,4.52
Kepler-306 e,44.84111680,0.226800,2.750,,,,0.000000,390,4955.00,0.72,0.77,-0.100,4.61
Kepler-306 e,,,2.977,0.266,,,,,4908.00,0.78,,,
Kepler-306 e,44.84124614,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 e,44.84074828,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 e,44.84111680,,,,,,,,4948.00,0.79,0.81,,4.55
Kepler-306 e,44.84097500,0.227000,2.270,0.203,,,,,4954.00,0.72,,,4.61
Kepler-306 e,44.84122140,,2.350,0.210,,,,,5011.00,0.74,0.81,-0.080,4.60
Kepler-306 e,44.84122140,0.236200,2.740,,,,0.000000,437,5219.00,0.85,0.87,0.160,4.52
Kepler-306 e,44.84122140,0.236200,2.740,,,,0.000000,437,5219.00,0.85,0.87,0.160,4.52
Kepler-306 e,44.84122140,0.236200,2.740,,,,0.000000,437,5219.00,0.85,0.87,0.160,4.52
Kepler-307 b,10.41573989,,,,,,,,5523.00,0.95,0.97,,4.47
Kepler-307 b,10.41572924,0.092800,3.430,,,,0.000000,855,5671.00,1.08,0.98,0.160,4.36
Kepler-307 b,10.41572924,,3.000,0.268,,,,,5514.00,0.95,0.94,0.120,4.46
Kepler-307 b,,,2.834,0.253,,,,,5559.00,0.93,,,
Kepler-307 b,10.41600000,,3.200,0.285,3.10000,0.01000,,,,1.08,0.98,,4.36
Kepler-307 b,10.41572666,,,,,,,,5523.00,0.95,0.97,,4.47
Kepler-307 b,10.41580800,0.089000,3.200,,,,0.000000,836,5577.00,1.03,0.86,,4.34
Kepler-307 b,10.41600000,,3.000,0.268,8.80000,0.02769,,,,,0.90,,
Kepler-307 b,10.41600000,,3.210,0.286,2.10000,0.00700,,,,1.08,0.98,,
Kepler-307 b,10.41572924,0.092800,3.430,,,,0.000000,855,5671.00,1.08,0.98,0.160,4.36
Kepler-307 b,10.42100000,,3.010,0.269,8.81000,0.02772,,,,0.99,0.95,,
Kepler-307 b,10.41572666,0.091700,3.010,,,,0.000000,797,5511.00,0.99,0.95,0.200,4.43
Kepler-307 b,10.42080000,,2.430,0.217,7.44000,0.02341,,,5367.00,0.81,0.91,0.190,
Kepler-307 b,10.41572924,0.092800,3.430,,,,0.000000,855,5671.00,1.08,0.98,0.160,4.36
Kepler-307 c,13.08424286,0.106800,2.710,,,,0.000000,739,5511.00,0.99,0.95,0.200,4.43
Kepler-307 c,13.08400000,,2.800,0.250,1.50000,0.00500,,,,1.08,0.98,,4.36
Kepler-307 c,13.07300000,,2.720,0.243,3.90000,0.01227,,,,0.99,0.95,,
Kepler-307 c,13.08400000,,2.700,0.241,3.90000,0.01227,,,,,0.90,,
Kepler-307 c,,,2.554,0.228,,,,,5559.00,0.93,,,
Kepler-307 c,13.08424286,,,,,,,,5523.00,0.95,0.97,,4.47
Kepler-307 c,13.08400000,,2.810,0.251,1.90000,0.00600,,,,1.08,0.98,,
Kepler-307 c,13.08424096,0.108100,3.210,,,,0.000000,792,5671.00,1.08,0.98,0.160,4.36
Kepler-307 c,13.08428012,,,,,,,,5523.00,0.95,0.97,,4.47
Kepler-307 c,13.08424096,,2.790,0.249,,,,,5514.00,0.95,0.94,0.120,4.46
Kepler-307 c,13.08424096,0.108100,3.210,,,,0.000000,792,5671.00,1.08,0.98,0.160,4.36
Kepler-307 c,13.08424096,0.108100,3.210,,,,0.000000,792,5671.00,1.08,0.98,0.160,4.36
Kepler-307 c,13.08414300,0.103000,2.800,,,,0.000000,778,5577.00,1.03,0.86,,4.34
Kepler-307 c,13.07290000,,2.200,0.196,3.64000,0.01145,,,5367.00,0.81,0.91,0.190,
Kepler-308 b,9.69502544,0.089000,2.230,,,,0.000000,833,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 b,,,2.033,0.181,,,,,5895.00,0.89,,,
Kepler-308 b,9.69502544,,2.130,0.190,,,,,5532.00,0.89,0.92,-0.040,4.51
Kepler-308 b,9.69501146,0.089000,2.080,,,,0.000000,833,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 b,9.69501146,,,,,,,,5705.00,0.90,1.02,,4.54
Kepler-308 b,9.69501793,,,,,,,,5705.00,0.90,1.02,,4.54
Kepler-308 b,9.69483000,0.089000,2.200,,,,0.000000,821,5876.00,0.89,1.00,,4.53
Kepler-308 b,9.69492800,0.090000,2.120,0.189,,,,,5895.00,0.94,,,4.51
Kepler-308 b,9.69502544,0.089000,2.230,,,,0.000000,833,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 b,9.69502544,0.089000,2.230,,,,0.000000,833,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 c,15.38232727,,,,,,,,5705.00,0.90,1.02,,4.54
Kepler-308 c,15.38253940,,,,,,,,5705.00,0.90,1.02,,4.54
Kepler-308 c,15.38231000,0.123000,2.160,0.193,,,,,5895.00,0.94,,,4.51
Kepler-308 c,15.38250060,0.121100,2.190,,,,0.000000,715,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 c,15.38249784,,,,,,,,5705.00,0.90,1.02,,4.54
Kepler-308 c,15.38230000,0.121000,1.990,,,,0.000000,705,5876.00,0.89,1.00,,4.53
Kepler-308 c,15.38250060,0.121100,2.190,,,,0.000000,715,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 c,,,2.083,0.186,,,,,5895.00,0.89,,,
Kepler-308 c,15.38250060,,2.150,0.192,,,,,5532.00,0.89,0.92,-0.040,4.51
Kepler-308 c,15.38253940,0.121100,2.140,,,,0.000000,714,5896.00,0.91,1.00,-0.100,4.52
Kepler-308 c,15.38250060,0.121100,2.190,,,,0.000000,715,5896.00,0.91,1.00,-0.100,4.52
Kepler-309 b,5.92365300,0.059000,1.560,0.139,,,,,4713.00,0.72,,,4.61
Kepler-309 b,5.92365634,0.051200,1.030,,,,0.000000,529,3880.00,0.49,0.51,-0.280,4.76
Kepler-309 b,5.92367007,,,,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 b,5.92365747,0.051500,0.990,,,,0.000000,531,3883.00,0.50,0.52,-0.280,4.76
Kepler-309 b,,,1.495,0.133,,,,,4786.00,0.75,,,
Kepler-309 b,5.92365747,,,,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 b,5.92365634,,1.510,0.135,,,,,4736.00,0.73,0.79,0.110,4.61
Kepler-309 b,5.92367766,,1.040,0.093,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 b,5.92365634,0.051200,1.030,,,,0.000000,529,3880.00,0.49,0.51,-0.280,4.76
Kepler-309 b,5.92358900,0.056000,1.340,,,,0.000000,699,4680.00,0.64,0.67,,4.65
Kepler-309 b,5.92365634,0.051200,1.030,,,,0.000000,529,3880.00,0.49,0.51,-0.280,4.76
Kepler-309 b,5.92360020,0.051320,1.120,0.100,,,,529,3880.00,0.49,0.51,-0.280,
Kepler-309 c,105.35859640,0.349000,2.090,,,,0.000000,203,3880.00,0.49,0.51,-0.280,4.76
Kepler-309 c,105.35789935,,1.900,0.170,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 c,105.35646851,,,,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 c,105.35859640,0.349000,2.090,,,,0.000000,203,3880.00,0.49,0.51,-0.280,4.76
Kepler-309 c,105.35310000,0.381000,3.090,,,,0.000000,268,4680.00,0.64,0.67,,4.65
Kepler-309 c,105.35510254,0.349660,1.710,0.153,,,,202,3880.00,0.49,0.51,-0.280,
Kepler-309 c,105.35859640,,3.100,0.277,,,,,4736.00,0.73,0.79,0.110,4.61
Kepler-309 c,,,2.818,0.251,,,,,4786.00,0.75,,,
Kepler-309 c,105.35822990,,,,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 c,105.35859640,0.349000,2.090,,,,0.000000,203,3880.00,0.49,0.51,-0.280,4.76
Kepler-309 c,105.35638300,0.401000,2.510,0.224,,,,,4713.00,0.72,,,4.61
Kepler-309 c,105.35813811,,,,,,,,4714.00,0.77,0.75,0.260,4.54
Kepler-309 c,105.35822990,0.351000,1.870,,,,0.000000,204,3883.00,0.50,0.52,-0.280,4.76
Kepler-31 b,20.86100000,,,,,,,,,1.16,1.19,,
Kepler-31 b,20.86021267,0.157100,5.280,,,,0.000000,781,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 b,20.86021267,0.157100,5.280,,,,0.000000,781,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 b,20.86021267,,5.510,0.492,,,,,6121.00,1.20,1.08,-0.110,4.31
Kepler-31 b,20.86021267,0.157100,5.280,,,,0.000000,781,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 b,20.86024027,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-31 b,20.86114500,0.158000,5.700,,,,0.000000,775,6514.00,1.15,1.21,,4.40
Kepler-31 b,20.86021229,0.146200,5.500,,,,0.000000,781,6035.00,1.26,0.96,-0.280,4.22
Kepler-31 b,20.86130000,0.160000,5.500,0.491,,,,,6340.00,1.22,1.21,-0.076,4.70
Kepler-31 b,20.86021229,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-31 b,,,5.509,0.491,,,,,6088.00,1.26,,,
Kepler-31 c,42.63416177,0.253000,4.990,,,,0.000000,615,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 c,42.63188000,0.254000,5.300,,,,0.000000,611,6514.00,1.15,1.21,,4.40
Kepler-31 c,42.63416177,0.253000,4.990,,,,0.000000,615,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 c,,,5.233,0.467,,,,,6088.00,1.26,,,
Kepler-31 c,42.63425379,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-31 c,42.63200000,,4.710,0.420,29.50000,0.09300,,,,1.16,1.19,,
Kepler-31 c,42.63416177,0.253000,4.990,,,,0.000000,615,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 c,42.63416177,,5.060,0.451,,,,,6121.00,1.20,1.08,-0.110,4.31
Kepler-31 c,42.63427848,0.235500,5.220,,,,0.000000,615,6035.00,1.26,0.96,-0.280,4.22
Kepler-31 c,42.63180000,0.260000,5.300,0.473,1493.70000,4.70000,,,6340.00,1.22,1.21,-0.076,4.70
Kepler-31 c,42.63427848,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-31 d,87.64720000,0.411000,4.200,,,,0.000000,480,6514.00,1.15,1.21,,4.40
Kepler-31 d,,,4.010,0.358,,,,,6088.00,1.26,,,
Kepler-31 d,87.64760680,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-31 d,87.64510000,0.400000,3.900,0.348,2161.24400,6.80000,,,6340.00,1.22,1.21,-0.076,4.70
Kepler-31 d,87.64890100,0.390000,4.560,0.407,,,,,6034.00,1.31,,,4.22
Kepler-31 d,87.64760680,0.380700,4.000,,,,0.000000,484,6035.00,1.26,0.96,-0.280,4.22
Kepler-31 d,87.64763352,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-31 d,87.64753340,0.409000,4.060,,,,0.000000,484,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 d,87.64753340,0.409000,4.060,,,,0.000000,484,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 d,87.64753340,,4.210,0.376,,,,,6121.00,1.20,1.08,-0.110,4.31
Kepler-31 d,87.64753340,0.409000,4.060,,,,0.000000,484,6505.00,1.16,1.19,-0.120,4.38
Kepler-31 d,87.64710222,,,,,,,,6011.20,1.30,1.11,-0.131,4.25
Kepler-310 b,13.93072278,0.109300,1.210,,,,0.000000,714,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 b,13.93064656,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 b,13.93072278,,1.250,0.112,,,,,5551.00,0.88,0.91,-0.070,4.51
Kepler-310 b,,,1.417,0.126,,,,,5451.00,0.85,,,
Kepler-310 b,13.93068791,0.111600,1.400,,,,0.000000,665,5497.00,0.84,0.95,0.070,4.57
Kepler-310 b,13.93078000,0.112000,1.470,,,,0.000000,726,5818.00,0.90,0.97,,4.52
Kepler-310 b,13.93068791,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 b,13.93072278,0.109300,1.210,,,,0.000000,714,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 b,13.93069800,0.111000,1.190,0.106,,,,,5797.00,0.88,,,4.52
Kepler-310 b,13.93072278,0.109300,1.210,,,,0.000000,714,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 c,,,3.258,0.291,,,,,5451.00,0.85,,,
Kepler-310 c,56.47542000,0.281000,3.380,0.302,,,,,5797.00,0.88,,,4.52
Kepler-310 c,56.47616700,0.277800,3.330,,,,0.000000,448,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 c,56.47616700,,3.460,0.309,,,,,5551.00,0.88,0.91,-0.070,4.51
Kepler-310 c,56.47580690,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 c,56.47603581,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 c,56.47440000,0.285000,3.300,,,,0.000000,455,5818.00,0.90,0.97,,4.52
Kepler-310 c,56.47616700,0.277800,3.330,,,,0.000000,448,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 c,56.47585700,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 c,56.47580690,0.283800,3.220,,,,0.000000,417,5497.00,0.84,0.95,0.070,4.57
Kepler-310 c,56.47616700,0.277800,3.330,,,,0.000000,448,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 d,92.87400000,,2.100,0.187,7.00000,0.02202,,,,,1.00,,
Kepler-310 d,92.87503470,0.387000,2.380,,,,0.000000,380,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 d,92.87612500,0.392000,2.470,0.220,,,,,5797.00,0.88,,,4.52
Kepler-310 d,92.87532175,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 d,92.87472940,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 d,92.87512229,,,,,,,,5490.00,0.84,0.96,,4.57
Kepler-310 d,92.87503470,,2.500,0.223,,,,,5551.00,0.88,0.91,-0.070,4.51
Kepler-310 d,92.87560000,0.397000,2.500,,,,0.000000,386,5818.00,0.90,0.97,,4.52
Kepler-310 d,92.87472940,0.395300,2.640,,,,0.000000,353,5497.00,0.84,0.95,0.070,4.57
Kepler-310 d,,,2.678,0.239,,,,,5451.00,0.85,,,
Kepler-310 d,92.87503470,0.387000,2.380,,,,0.000000,380,5795.00,0.85,0.89,-0.300,4.53
Kepler-310 d,92.87503470,0.387000,2.380,,,,0.000000,380,5795.00,0.85,0.89,-0.300,4.53
Kepler-311 b,9.17608000,0.089000,1.850,,,,0.000000,985,6285.00,1.12,1.12,,4.38
