TIC ID,CTOI,Promoted to TOI,MASTER,SG1A,SG1B,SG2,SG3,SG4,SG5,User Disposition,TFOPWG Disposition,TESS Mag,TESS Mag err,RA,Dec,PM RA (mas/yr),PM RA err (mas/yr),PM Dec (mas/yr),PM RA (mas/yr),Transit Epoch (BJD),Transit Epoch (BJD) err,Period (days),Period (days) Error,Depth mmag,Depth mmag Error,Depth ppm,Depth ppm Error,Duration (hrs),Duration (hrs) Error,Inclination (deg),Inclination (deg) Error,Impact Param,Impact Param Error,Rad_p/Rad_s,Rad_p/Rad_s Error,a/Rad_s,a/Rad_s Error,Planet Radius (R_Earth),Planet Radius (R_Earth) Error,Mass (M_Earth),Mass (M_Earth) Error,Insolation (Earth Flux),Insolation (Earth Flux) Error,Equilibrium Temp (K),Equilibrium Temp (K) Error,Fitted Stellar Density (g/cm^3),Fitted Stellar Density (g/cm^3) Error,Semi-Major Axis (AU),Semi-Major Axis (AU) Error,Eccentricity,Eccentricity (Error),Arg of Periastron,Arg of Periastron Error,Time of Periastron (BJD),Time of Periastron (BJD) Error,Velocity Semi-amp (m/s),Velocity Semi-amp (m/s) Error,Stellar Distance (pc),Stellar Distance (pc) err,Stellar Eff Temp (K),Stellar Eff Temp (K) err,Stellar log(g) (cm/s^2),Stellar log(g) (cm/s^2) err,Stellar Radius (R_Sun),Stellar Radius (R_Sun) err,CTOI lastmod,User,Group,Tag,Notes
16317477,16317477.01,,,,,,,,,PC,,13.0157,0.025,307.521202,41.038855,-3.942,0.026,-9.363,0.028,2458686.2385056,.00301538,3.0201199,0.00081437,20.097262,12.887876,18340,11800,1.995,0.254,,,.59,.305,.14617,.03868,11.05,2.83,21.18,6.82,,,,,,,,,,,,,,,,,,,751.629,9.049501,5863,122,4.17638,,1.39155,,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:B,NotCM?,2.8e+07yr. Wrn: mean(R)=1.130. Rp=(0.75-2.96)Rj. b=0.06-1.02 (3-97HDI)."
16326602,16326602.01,,,,,,,,,PC,,12.8855,0.01,116.042586,12.35313,-118.8,2,-64.96,2,2458507.2485,.0215,,,16.215133,2.113955,14823.72,1945.13,3.73,1.51,,,,,,,,,3.84,.24,,,,,,,,,,,,,,,,,,,69.69933,,3200,157,4.93848,.00399292,.288643,.01024,2021-04-22 08:16:33,steuer,,96545,"Found with our in-house single transit finder"
17932757,17932757.01,,,,,,,,,PC,,10.8075,0.008,170.27386,41.576429,-31.724,0.057,-18.498,0.07,2458903.546,.007,,,1.521096,0.152014,1400,140,4.3,0.4,,,,,,,,,2.7,.2,,,,,,,,,,,,,,,,,,,65.9721,.23415,3922,157,4.59159,.0119581,.672256,.019799,2022-03-31 07:46:45,eisner,,113457,"PHT candidate. Two transits in Sectors 22 and 48."
19026420,19026420.01,,,,,,,,,PC,,10.6742,0.006,119.603625,11.927282,-62.829,0.079,-35.03,0.054,2458493.9554,.025,,,1.841003,0.090283,1694.19,83.15,5.2,2.71,,,,,,,,,3.65,.09,,,,,,,,,,,,,,,,,,,111.787,.5385,4861.52,105.637,4.51802,.0804965,.811686,.0475929,2021-04-22 08:16:33,steuer,,96546,"Found with our in-house single transit finder"
20299658,20299658.01,2536.01,,,,,,,,PC,,12.7022,0.006,90.963936,-39.546448,4.166,1.172,3.286,1.172,2458455.73617,.00669,31.989,0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.951,,,,,,,,2020-12-21 12:23:38,brahm,,92671,"WINE warm jupiter candidate"
20318757,20318757.03,,,,,,,,,PC,,10.2103,0.006,167.133275,-29.653135,-87.554,0.073,12.992,0.057,2458549.2239,.0059,5.00924,0.00038,1.111277,0.201966,1023,186,1.12,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3449,.13245,4272,122.699,4.59877,.108135,.680275,.0608191,2021-11-09 10:31:48,wilson,,101647,"new CTOI, 3rd planet in TOI-1027 system"
20579360,20579360.01,2532.01,,,,,,,,PC,,12.646,0.007,201.167653,-19.89616,-41.186,0.047,14.5,0.04,2458575.41965,.0031,8.3574,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.49,3.981,5560,130.95,4.54242,.0820247,.877884,.0463015,2020-12-21 12:58:47,brahm,,92693,"WINE warm/hot jupiter candidate"
21279791,21279791.01,2582.01,,,,,,,,PC,,12.4848,0.006,277.291791,48.059938,10.728,2.091,-5.479,2.092,2458685.696749,,3.018284,,7.899495,,7249.3,,3.2321,,,,.763,,.08586,,,,9.843933671118293,,,,,,,,,,,,,,,,,,,,348.135,,5238,,,,.930079,,2021-02-08 16:07:01,olmschenk,,93943,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
22317640,22317640.01,,,,,,,,,PC,,11.2693,0.006,183.909327,-47.198142,0.71,0.054,-2.449,0.036,2458589.38,.1,,,7.408223,0.32577,6800,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.989,2.44,5575,132.736,4.49667,.0832705,.925362,.0501608,2020-12-21 12:50:49,brahm,,92688,"WINE single transit"
22391604,22391604.01,,,,,,,,,PC,,9.9728,0.006,184.209109,-45.17344,-32.681,0.06,4.921,0.042,2458570.45,,2.97,,6.506765,,5975.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.599,2.176,6198,132.352,4.28677,.0869406,1.29845,.0602663,2021-05-19 09:51:34,chiarello,,97171,"Camera 2, CCD 3, Column 1281, Row 1609, Sector 10"
22642772,22642772.01,,,,,,,,,PC,,9.4913,0.006,108.399552,-36.969429,19.308,0.037,-33.392,0.046,2459207.7091,.0076,,,1.105364,0.005798,1017.56,5.34,2.67,1.35,,,,,,,,,3.46,.01,,,,,,,,,,,,,,,,,,,104.532,.2785,5646,127.496,4.44503,.0766739,.99201,.0484723,2021-02-15 04:50:07,steuer,,94384,"Found with our in-house single transit finder"
23138732,23138732.01,,,,,,,,,PC,,14.069,0.008,46.256506,-11.093404,142.851,0.137,128.912,0.149,2458410.982001348,.0378222405838642,4.557852606432128,0.02614370625915715,11.300354,0.326097,10354.034546790162,300.30157790237024,0.9099907901526813,,,,.6924628154531889,.049386428506217855,.10334498096971728,.005211006572841209,25.17749495590096,.8067712933937735,3.3721106528436136,.1700333253867936,,,,,,,,,.03501595602743744,.0011220285490337932,,,,,,,,,83.2383,.8724,3340,157,4.92665,.00491055,.299145,.0094242,2021-04-06 14:57:13,feliz,,96007,"new CTOI from NEMESIS, https://arxiv.org/abs/2103.05647"
24251313,24251313.01,,,,,,,,,PC,,11.8183,0.007,15.716487,-10.910645,17.4,0.074,-6.396,0.054,2458385.5394,.0012,0.64019,0.00006,5.002637,,4597,,0.056,0.004,59.57,4.92,.94,.01,.064,.009,1.84,.34,9.72,1.77,,,,,,,.29,.14,,,,,,,,,,,448.959,6.968,5801,121.793,4.16858,.0754658,1.39079,.0668316,2020-08-10 07:20:18,montalto,,29389,"new CTOI, Montalto et al. (2020)"
24358417,24358417.01,2338.01,,,,,,,,PC,,11.7024,0.006,81.344582,-34.668249,38,0.032,18.022,0.036,2458436.0922,.001,22.65912,,11.298122,,10352,,0.156,0.004,87.38,.23,.97,.01,.074,.021,21.25,2,9.02,2.99,,,,,,,.35,.15,,,,,,,,,,,313.996,1.968,5523,131.676,4.32874,.0825504,1.117,.060098,2020-08-10 07:20:18,montalto,,29452,"new CTOI, Montalto et al. (2020)"
24695044,24695044.01,2195.01,,,,,,,,PC,,10.9916,0.006,34.840097,-72.708894,-16.306,0.043,-55.689,0.036,2458323.1635,.0009,4.16451,0.00002,8.536961,,7832,,0.092,0.003,83.55,.31,.92,.01,.079,.008,8.17,.36,8.05,1.27,,,,,,,.59,.15,,,,,,,,,,,174.267,.653,5296,125.124,4.45693,.0800897,.933443,.0508141,2020-08-10 07:20:18,montalto,,29356,"new CTOI, Montalto et al. (2020)"
24725031,24725031.01,,,,,,,,,FP,,7.35422,0.006,81.517408,-10.757758,-10.45,0.14,-1.949,0.122,2458438.44,.001,0.53299,0.00015,4.133657,,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.086,3.859,12818,150,,,,,2019-09-13 13:41:57,earley,,5650,"Eclipsing binary candidate in Pisces-Eridanus stellar stream"
24795168,24795168.01,,,,,,,,,PC,,8.84986,0.006,350.168842,48.764353,-42.24,0.049,-68.591,0.043,2458764.885,.004,,,0.940655,0.206309,866,190,5.7,0.4,,,,,,,,,4.8,.6,,,,,,,,,,,,,,,,,,,127.83,.5105,5908,134.352,4.12309,.0812228,1.48933,.0754598,2021-03-29 01:30:52,eisner,,95728,"PHT candidate. Single transit event. We caution that the event is close to a momentum dump."
25078924,25078924.01,,,,,,,,,PC,,10.705,0.006,60.930974,-65.972806,6.015,0.049,18.104,0.049,2458325.5091,,0.9097222,,16.723865,,15285.2256555255,,1.56666666666667,,,,,,,,,,14.434011815694,,,,,,,,,,,,,,,,,,,,228.492,1.4215,5737,131.98,4.27563,.0745082,1.21763,.0589447,2019-08-02 00:39:26,lipponen,,5065,"sector1"
25078924,25078924.02,,,,,,,,,PC,,10.705,0.006,60.930974,-65.972806,6.015,0.049,18.104,0.049,2458325.9605,,0.9034722,,67.676072,,60429.0706446056,,1.7,,,,,,,,,,28.6994838889778,,,,,,,,,,,,,,,,,,,,228.492,1.4215,5737,131.98,4.27563,.0745082,1.21763,.0589447,2019-08-02 00:39:26,lipponen,,5065,"sector1"
25226885,25226885.01,,,,,,,,,PC,,11.9329,0.007,326.957969,-20.235107,1.638,0.08,-12.488,0.08,2458325.8415,,1.63125,,2333.408249,,883416.604382057,,2.56666666666667,,,,,,,,,,41.1147235452682,,,,,,,,,,,,,,,,,,,,578.167,17.6165,6222,132.256,4.14893,.0860199,1.52812,.0831634,2019-06-06 03:40:31,lipponen,,3787,"sector1"
25226885,25226885.02,,,,,,,,,PC,,11.9329,0.007,326.957969,-20.235107,1.638,0.08,-12.488,0.08,2458326.661,,1.630556,,4529.902496,,984581.610895565,,2.56666666666667,,,,,,,,,,14.951973716145,,,,,,,,,,,,,,,,,,,,578.167,17.6165,6222,132.256,4.14893,.0860199,1.52812,.0831634,2019-06-06 03:40:31,lipponen,,3787,"sector1"
25227021,25227021.01,,,,,,,,,PC,,11.3306,0.008,326.953733,-19.954167,-23.223,0.084,-25.638,0.088,2459080.521,,,,9.837776,,9020,,10.992,,,,,,.095,,,,13.979,,,,,,,,,,,,,,,,,,,,369.694,6.653,6052,120.476,4.2326,.0752815,1.3467,.061897,2020-10-05 01:40:47,steuer,,36221,"Found with our in-house single transit finder; transit finder output attached under 'Files'"
25314899,25314899.01,,,,,,,,,PC,,10.8452,0.006,351.617354,50.012001,-113.577,2.827,-57.256,1.432,2458765.6846,,3.367346,0.002634,1.092366,0.048425,1005.6,44.6,1.632,0.146,,,,,,,,,3.74,.08,,,216.6,,977,,,,.0402,,,,,,,,,,105.8117,,5143,,,,.919824,,2020-01-02 17:49:14,damboiu,,8510,"Host star is likely to be very young"
25354620,25354620.01,,,,,,,,,PC,,11.8068,0.007,328.310826,-22.902821,11.414,0.077,-1.079,0.074,2458323.7492,.0006,5.02335,0.00021,7.308749,,6709,,0.093,0.008,84.52,.77,.94,.08,.096,.044,9.81,1.64,14.61,7.58,,,,,,,.71,.4,,,,,,,,,,,403.393,8.002,5482,127.009,4.13163,.082784,1.39429,.0789346,2020-08-10 07:20:18,montalto,,29415,"new CTOI, Montalto et al. (2020)"
25758307,25758307.01,,,,,,,,,PC,,10.9677,0.007,10.029033,26.102983,-2.557,0.064,-100.247,0.055,2458765.2912,,0.903346,0.000313,0.458277,0.041259,422,38,1.363,0.055,,,,,,,,,1.38,.07,,,329.6,,1086,,,,.01566,,,,,,,,,,57.3632,.15435,3910,157,4.66802,.0102921,.580201,.0171379,2020-01-02 17:56:09,damboiu,,8512,"USP Candidate, low s2n"
25879023,25879023.01,,,,,,,,,PC,,13.9819,0.006,248.849498,-50.987539,-1.162,2.902,-13.752,2.902,2458630.50963232,.00377192,2.04948261,0.0005954,32.309796,1.542841,29320,1420,3.348,0.584,86.7,2.8,.307,.261,.17124,.00588,5.33,.48,13.47,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04-13 10:41:06,bouma,tfopwg,18718,"Crowded. HJ or EB. Collinder 307 (CG18, 30Myr). pmDec off."
26264354,26264354.01,,,,,,,,,PC,,10.7846,0.007,153.401713,-11.907184,4.063,0.073,-11.466,0.078,2458543.6864,.0009,0.29048,0.00002,1.710295,,1574,,0.038,0.004,36.8,12.87,.93,.01,.044,.005,1.16,.4,7.58,1.26,,,,,,,.35,.32,,,,,,,,,,,377.257,8.4385,6617,122.846,4.18567,.0911101,1.57655,.0748542,2020-08-10 07:20:18,montalto,,29314,"new CTOI, Montalto et al. (2020)"
26412438,26412438.01,,,,,,,,,PC,,11.2437,0.007,291.354606,51.433509,3.367,0.057,2.222,0.045,2458684.5027799,.00766905,1.03418438,0.00056774,4.820497,0.401797,4430,370,3.874,0.253,,,.067,.051,.06464,.00161,2.26,.14,8.46,.36,,,,,,,,,,,,,,,,,,,294.357,2.146,6114.27,102.572,4.41724,.0728521,1.09841,.0443015,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,CM,2.4e+07yr. Rp=(0.69-0.81)Rj. b=0.00-0.16 (3-97HDI)."
26474800,26474800.01,,,,,,,,,PC,,13.5547,0.007,291.554386,51.043089,-9.611,0.034,-24.45,0.036,2458684.548589971,,0.8059426573068061,,10.591861,,9708.03391777416,,3.157705784150143,,,,.9780548608988708,,.09852935561432521,,,,,,,,,,,,,,,,,,,,,,,,1375.61,30.085,5016.02,50.9988,,,2.6213,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-8078.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
26493474,26493474.01,,,,,,,,,PC,,10.1558,0.006,291.790426,48.796544,-11.606,0.039,-6.821,0.041,2458684.32,,1.56,,0.144684,,133.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.794,1.46,6151.1,138.492,4.13613,.0873338,1.52999,.0777662,2020-12-30 05:40:21,chiarello,,92818,"Data are obtained using the LightKurve framework"
26547036,26547036.01,2010.01,,,,,,,,PC,,9.26693,0.006,292.166942,53.487369,40.519,0.067,11.106,0.066,2458712.3,.01,0,0,10.912014,2.173647,10000,2000,8.5,1,,,,,,,,,11,1,,,,,,,,,,,,,,,,,,,109.19,.321,5842,129.228,4.39929,.0793101,1.07352,.0529397,2020-05-16 03:23:02,eisner,,19145,"PHT candidate. Single transit event."
26748546,26748546.01,,,,,,,,,PC,,14.6806,0.007,292.756071,49.264518,-3.077,0.044,-7.543,0.055,2458688.033109335,,5.9019086700844765,,28.697146,,26084.805502757525,,4.9070947718869675,,,,.42103855691188735,,.16150791157945646,,,,,,,,,,,,,,,,,,,,,,,,1974.48,99.54,5742,125,3.9907,,1.69864,,2020-07-14 13:40:48,wilson,,28551,"Kepler candidate planet KOI-6085.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
26947356,26947356.01,,,,,,,,,PC,,10.0034,0.006,355.83447,53.17376,64.536,0.049,123.406,0.048,2458765.23,,6.82,,4.003206,,3680.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.2666,.205,5075,121.844,4.63814,.082473,.732272,.0446232,2021-02-15 07:58:34,chiarello,,94404,"Possible 2 planets as the curve shows 2 distinct depths of different size"
27064468,27064468.01,5126.01,,,,,,,,PC,,9.56225,0.006,151.659783,18.634063,-54.591,0.101,-10.621,0.092,2459528.775,.002,5.461,0.001,1.455862,0.152014,1340,140,3.8,0.1,,,,,,,,,4.9,.3,,,,,,,,,,,,,,,,,,,160.414,1.598,6223,130.594,4.32747,.081364,1.24471,.0578895,2022-01-12 13:04:16,eisner,,107182,"PHT candidate. Transit at 2539.8 d coincides with time of high systematics."
27318774,27318774.01,4471.01,,,,,,,,PC,,14.4394,0.008,294.996342,50.470046,4.282,0.047,-1.88,0.04,2458686.6735996557,,3.2450874655608386,,26.608177,,24209.177858643383,,8.116843084593315,,,,.9999994750237559,,.1555929878196424,,,,,,,,,,,,,,,,,,,,,,,,1140.95,26.315,5778,25,4.37783,,1.09304,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-186.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27354439,27354439.01,,,,,,,,,PC,,12.4969,0.007,214.492781,37.297784,22.203,0.03,-36.74,0.043,2458738.7907,,0.485982,0.000072,1.333669,0.061454,1227.6,56.6,0.552,0.029,,,,,,,,,1.52,.03,,,257.5,,1021,,,,.00884,,,,,,,,,,59.0302,.10535,3462,157,4.82881,.00313684,.397665,.0117764,2020-01-02 17:41:32,damboiu,,8507,"USP Candidate, low s2n"
27414976,27414976.01,,,,,,,,,PC,,13.7846,0.007,215.094092,41.278673,-8.855,0.036,-3.927,0.041,2458741.338007,,3.976451,,36.263277,,32848.1,,2.3391,,,,0,,.16657,,,,15.227526485908035,,,,,,,,,,,,,,,,,,,,401.307,4.4715,4693,122,4.54081,,.769415,,2021-02-08 16:07:01,olmschenk,,93944,"Identification and vetting detailed in https://arxiv.org/abs/2101.10919."
27515765,27515765.01,,,,,,,,,PC,,12.7125,0.006,66.09292,43.007904,-2.898,0.048,-4.775,0.027,2458816.82,,0.86,,0.014527,,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.537,5.9105,6011.37,105.046,4.34004,.0973153,1.17998,.0928793,2020-12-30 05:54:12,chiarello,,92819,"All data are obtained using the LightKurve framework"
27541714,27541714.01,,,,,,,,,PC,,12.0604,0.007,122.624046,14.191105,-57.088,0.071,-34.441,0.043,2459520.083,.027,,,6.665122,1.249315,6120,1150,5.601,2.358,,,,,,,,,4.621,.417,,,,,,,,,,,,,,,,,,,75.9959,.25925,3606,157,4.70208,.00925841,.54058,.0159397,2022-01-10 16:28:29,vogl,,107104,"Found with our in-house single transit finder; Sector 44"
27549827,27549827.01,,,,,,,,,PC,,11.7699,0.007,123.022658,16.902957,4.19,0.075,-10.572,0.04,2459501.853,.005,,,18.991805,0.890669,17340,820,6.334,0.287,,,,,,,,,24.575,.575,,,,,,,,,,,,,,,,,,,609.973,19.0155,6286,121.938,4.0632,.0864248,1.7076,.0939851,2022-01-10 16:32:51,vogl,,107105,"Found with our in-house single transit finder; Sector 44"
27550937,27550937.01,,,,,,,,,PC,,13.88,0,123.140253,16.023193,-16.723,0.135,-21.714,0.08,2459563.268,.01,,,18.218654,10.868146,16640,9960,3.8,1.74,,,,,,,,,2.848,.753,,,,,,,,,,,,,,,,,,,824.366,49.1765,31580,490,5.49946,.106601,.202,.031,2022-02-06 06:43:26,vogl,,107754,"Found with our in-house single transit finder; Sector 46"
27774415,27774415.01,4456.01,,,,,,,,PC,,13.2394,0.007,296.200551,49.14003,-2.78,0.032,-12.122,0.036,2458686.3091935376,,4.94136769437929,,9.1637,,8404.56234157766,,4.045122071560131,,,,.7263512409615339,,.0916764001342639,,,,,,,,,,,,,,,,,,,,,,,,739.412,11.158,5550.93,21.5889,4.18442,,1.32567,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-128.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27847307,27847307.01,,,,,,,,,PC,,13.6764,0.009,296.507374,49.457231,0.755,0.116,-13.288,0.106,2458684.5407236917,,2.497575212640493,,26.529724,,24138.666067425478,,5.5229668857486285,,,,.7690914286863036,,.15536623206934472,,,,,,,,,,,,,,,,,,,,,,,,1122.19,74.875,6015.1,24.9,4.15674,,1.45655,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-1416.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27858644,27858644.01,,,,,,,,,FP,,13.286,0.006,278.907461,32.994892,-78,8,-748,8,2459017.12,.01,,,75.295891,2.173647,67000,2000,6.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-03-17 22:33:17,deen,,95522,"FP: Contaminated transit from nearby EB"
27896467,27896467.01,,,,,,,,,PC,,9.25218,0.006,279.10381,29.959923,2.655,0.034,20.231,0.042,2459010.38,,8.25,,1.71123,,1574.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.805,.8255,5941,140.841,3.92829,.0812184,1.87329,.0882816,2021-02-15 08:11:30,chiarello,,94405,"Possible two bodies in orbit around the main star as seen in the light curve"
27916356,27916356.01,3534.01,,,,,,,,PC,,12.6877,0.007,296.837248,48.239969,0.961,0.025,8.429,0.026,2458684.0863739303,,3.235977802119727,,8.967452,,8225.314138761416,,5.608324877714772,,,,.8224565676700134,,.09069351762260308,,,,,,,,,,,,,,,,,,,,,,,,587.039,5.0285,5613,107.744,4.19602,.0759671,1.31474,.059593,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-17.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
27986571,27986571.01,,,,,,,,,PC,,13.8313,0.006,10.356289,-22.352281,-463.23,0.043,-381.766,0.025,2458402.15,.008,,,10.3638,0.760281,9500,700,7,0.5,,,,,.097,.003,,,.126,.005,,,,,,,,,,,,,,,,,,,9.09849,.002385,,,,,,,2021-03-22 18:17:35,deen,,95608,"WD single transit (nominal period: 41000 years!!!)"
27990610,27990610.01,4482.01,,,,,,,,PC,,14.4889,0.008,297.015464,49.225299,-2.464,0.043,-3.825,0.047,2458685.1539520263,,2.814751912857837,,3.28,,3016.4328385797467,,2.030553451234142,,,,.00004369134868289728,,.05492206149244352,,,,,,,,,,,,,,,,,,,,,,,,939.744,17.915,5413,122,4.39994,,1.01304,,2020-07-14 13:40:48,wilson,,28551,"Kepler confirmed planet KOI-767.01: Recovered in FFI data with TraSH-DUMP (new transit-search pipeline in prep)"
28754926,28754926.01,,,,,,,,,PC,,14.3622,0.008,68.264572,46.392133,-7.799,0.097,3.084,0.048,2458820.23885119,.00511286,5.84026043,0.00293907,59.285574,4.820497,53140,4430,2.433,0.033,,,.08,.06,.22508,.00679,22.41,.26,11.77,.49,,,,,,,,,,,,,,,,,,,160.618,1.6135,3441,157,4.76924,.00752362,.463823,.0144854,2022-02-19 11:17:05,bouma,tfopwg,108227,"Qual:A,CM,3.3e+08yr,MissingRot?. Rp=(0.97-1.14)Rj. b=0.00-0.19 (3-97HDI)."
28799599,28799599.01,,,,,,,,,PC,,10.9353,0.006,68.47868,47.828531,13.065,0.08,-10.187,0.044,2458816.243,.2,3.577,0.005,1.901703,0.271468,1750,250,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.248,4.9535,4524,122,,,2.53475,,2021-05-13 17:43:48,grunblatt,,97006,"hot Jupiter candidate around evolved star. nearby companion, needs SG1 followup"
29106627,29106627.01,,,,,,,,,PC,,11.1878,0.006,118.325326,44.025016,-28.608,0.059,-7.802,0.045,2459580.834,.006,9.525,0.007,1.075411,0.162873,990,150,2.8,0.2,,,,,,,,,2.6,.2,,,,,,,,,,,,,,,,,,,140.442,.75,4998,122.98,4.58615,.0875278,.767312,.047598,2022-05-18 04:21:32,eisner,,415792,"PHT candidate. Event at T~2582.8 is a background event."
29169215,29169215.01,5584.01,,,,,,,,PC,,10.7314,0.006,135.324512,47.452351,4.639,0.057,-12.946,0.046,2458872.505,.004,,,1.760319,0.298619,1620,275,3.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0641,.1898,4092.4,121.248,4.49983,.109724,.74509,.0683819,2020-09-22 03:06:01,eisner,,35953,"Planet Hunters TESS candidate. Single transit event."
29430403,29430403.01,,,,,,,,,PC,,11.4907,0.006,313.624861,-29.527891,41.097,0.074,-8.056,0.048,2458325.7119,.0015,1.87756,0.00018,16.247402,,14853,,0.065,0.005,81.61,1.03,.9,.08,.125,.039,6.19,.75,12.66,4.66,,,,,,,1.27,.61,,,,,,,,,,,220.491,2.7115,5384,139.529,4.47363,.08368,.927664,.0514397,2020-08-10 07:20:18,montalto,,29435,"new CTOI, Montalto et al. (2020)"
29478974,29478974.01,,,,,,,,,PC,,10.619,0.006,314.081686,-26.588698,17.123,0.114,-39.198,0.072,2458326.4654,,24.90278,,4636.327172,,986021.224468432,,3.33333333333333,,,,,,,,,,9.96490619535896,,,,,,,,,,,,,,,,,,,,197.173,2.881,4737,77,,,1.75839,,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
29478974,29478974.02,,,,,,,,,PC,,10.619,0.006,314.081686,-26.588698,17.123,0.114,-39.198,0.072,2458333.7848,,12.45833,,2896.048467,,930564.652542362,,3.33333333333333,,,,,,,,,,22.6316204773103,,,,,,,,,,,,,,,,,,,,197.173,2.881,4737,77,,,1.75839,,2019-05-12 09:25:49,lipponen,,3542,"firstBulkUpload"
29667425,29667425.01,,,,,,,,,PC,,10.2633,0.006,315.330873,-27.31751,6.063,0.106,-21.191,0.072,2458335.9584,,,,6146.424417,,996521.193817212,,2,,,,,,,,,,6.6749670188886,,,,,,,,,,,,,,,,,,,,234.097,4.5865,5670,126.501,4.04936,.0793904,1.57066,.0815428,2019-05-25 09:17:28,lipponen,,3787,"sector1"
29786532,29786532.01,,,,,,,,,PC,,14.5317,0.006,109.978473,-40.231884,-9.834,0.073,6.506,0.084,2458493.009889008,.0008533117361366749,1.5878844940770864,0.00010213645650813952,245.215476,26.312327,202163.6677133884,23943.249745283374,2.369187986195578,0.056722419624215765,82.72427161544246,.6133751257470124,.7967204455508694,.06932400678233062,.44962614215967067,.03765447039447417,6.291003586248814,.1462038186523067,41.51029650683124,12.453088952049372,,,,,,,,,,,,,,,,,,,315.71,4.2125,3645,122,4.3072,,.846396,,2019-09-18 09:12:28,bouma,tfopwg,5722,"Cand HJ/BD, Collinder135 (40 Myr). Rp is OK (Burrows+2001). CMD good (pre-MS). RA/dec on outskirts. (CDIPS; Bouma+19)."
29953537,29953537.01,,,,,,,,,PC,,10.2097,0.006,133.641742,-45.483829,8.604,0.055,-152.628,0.05,2458517.87214,,0.731395,,0.215214,0.00304,198.2,2.8,1.545,0.045,,,.273,.273,,,,,1.345,.077,,,3850.97,,2007,,,,.01593,,,,,,,,,,137.386,.567,5508,133.48,4.44733,.0819957,.974444,.0514071,2021-01-29 10:32:23,spencer,,93734,"Corrected transit depth of 160.92 (+/-12.21) ppm; USP candidate; possibly two stars in same pixel"
29959761,29959761.01,2340.01,,,,,,,,PC,,11.8012,0.006,42.261441,-16.557655,59.809,0.087,84.904,0.134,2458412.056,.0024,1.64702,0.00039,5.543784,,5093,,0.049,0.004,84.02,1.25,.8,.04,.073,.005,7.69,1.27,5.79,.75,,,,,,,3.17,2.33,,,,,,,,,,,178.999,1.6895,5027,122.404,4.63684,.0887618,.727304,.0450753,2020-08-10 07:20:18,montalto,,29406,"new CTOI, Montalto et al. (2020)"
29986808,29986808.01,,,,,,,,,PC,,10.4281,0.006,72.912417,-68.270346,32.937,0.153,65.116,0.181,2458325.6324,,2.134028,,7062.6987,,998504.038144169,,1.26666666666667,,,,,,,,,,5.72211671898283,,,,,,,,,,,,,,,,,,,,218.233,3.7885,6276,135.281,4.32471,.0888507,1.26367,.061206,2019-05-25 09:17:28,lipponen,,3787,"sector1"
29986808,29986808.02,,,,,,,,,PC,,10.4281,0.006,72.912417,-68.270346,32.937,0.153,65.116,0.181,2458326.6922,,2.122917,,6085.932313,,996321.870001908,,1.33333333333333,,,,,,,,,,8.9724281569239,,,,,,,,,,,,,,,,,,,,218.233,3.7885,6276,135.281,4.32471,.0888507,1.26367,.061206,2019-05-25 09:17:28,lipponen,,3787,"sector1"
